B08GYZYNM8,2022,1,24,lipstick,2,40,1395,3.5,9.98,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Sun, Jan 30",0,"evpct 6Pcs Matte to Glitter Liquid Lipstick Long Lasting Lips Set Kit,6 Colors Diamond Red Glitter Sparkly Glossy Waterproof Lipstick Metallic Shimmer Brown Pink Lipgloss Lip Gloss Sets for Women",http://amazon.com/Lipstick-Metallic-Lipgloss-Waterproof-evpct/dp/B08GYZYNM8/ref=sr_1_88?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-88
B08S78HB96,2022,1,24,lipstick,2,41,1351,4.1,15.99,0,0,1,1,0,0,0,0,0,Join Prime to save $2.00 on this item,0,13 Count (Pack of 1),"Wed, Jan 26",0,"UCANBE 13pcs Lady's Night Lipstick Makeup Set, 6 Velvety Matte Liquid Lipsticks + 6 Matching Smooth Lipliner Pencil + 1 Moisturizing Lip Gloss Primer, Waterproof Long Lasting Lip Make Up Gift Kit",http://amazon.com/UCANBE-Lipstick-Lipsticks-Moisturizing-Waterproof/dp/B08S78HB96/ref=sr_1_89?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-89
B08S3K3R1Q,2022,1,24,lipstick,2,42,721,4.0,13.99,20.99,0,1,1,0,0,0,0,0,0,0,13 Piece Set,"Tomorrow, Jan 25",0,"13pcs Lipstick Makeup Kit, 6 Matte Liquid Lip Sticks + 6 Lip Liner Pens + 1 Lip Primer, UCANBE LADY'S NIGHT All in One Waterproof Long Lasting Lips Color Gloss Make up Gift Set",http://amazon.com/Lipstick-Makeup-UCANBE-Waterproof-Lasting/dp/B08S3K3R1Q/ref=sr_1_90?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-90
B09KTMCMNY,2022,1,24,lipstick,2,43,4,3.1,10.99,0,0,1,1,0,0,0,0,0,0,0,12 Count (Pack of 1),"Tomorrow, Jan 25",0,"Lookmee Mini Pill Lipstick, Waterproof Long Lasting Easy To Color Mini Capsule Lipstick",http://amazon.com/Lookmee-Lipstick-Waterproof-Lasting-Capsule/dp/B09KTMCMNY/ref=sr_1_91?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-91
B001P2JZBC,2022,1,24,lipstick,2,44,13466,4.5,3.52,10.49,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Tomorrow, Jan 25",0,"Revlon ColorStay Overtime Lipcolor, Dual Ended Longwearing Liquid Lipstick with Clear Lip Gloss, with Vitamin E in Nude, Bare Maximum (350), 0.07 oz",http://amazon.com/Revlon-ColorStay-Overtime-Lipcolor-Maximum/dp/B001P2JZBC/ref=sr_1_92_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-92
B01IJ6XS0U,2022,1,24,lipstick,2,45,58,4.5,18.04,20.00,0,1,1,0,0,0,0,0,0,0,0.12 Ounce (Pack of 1),"Tomorrow, Jan 25",0,"bareMinerals Gen Nude Radiant Lipstick, Panko, 0.12 Ounce, Multi (81357)",http://amazon.com/bareMinerals-Radiant-Lipstick-Panko-Ounce/dp/B01IJ6XS0U/ref=sr_1_93?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-93
B000H3I408,2022,1,24,lipstick,2,46,126,4.6,5.89,6.47,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Fri, Jan 28",0,"Revlon Super Lustrous Lipstick, Certainly Red 740",http://amazon.com/Revlon-Lustrous-Certainly-Red-740/dp/B000H3I408/ref=sr_1_94?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-94
B00PL15X96,2022,1,24,lipstick,2,47,132,4.5,17.18,18.27,0,1,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),"Wed, Jan 26",More Buying Choices,Kat Von D Studded Kiss Lipstick LOLITA (.10 oz),http://amazon.com/Kat-Von-Studded-Lipstick-LOLITA/dp/B00PL15X96/ref=sr_1_95?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-95
B07KFQSP68,2022,1,24,lipstick,2,48,54,4.6,9.99,0,0,1,1,0,0,0,0,0,0,0,0.12 Ounce (Pack of 1),"Fri, Jan 28",More Buying Choices,"Estee Lauder Pure Color Envy Sculpting Lipstick, No.340 Envious, 0.12 oz / 3.5g",http://amazon.com/Estee-Lauder-Sculpting-Lipstick-Envious/dp/B07KFQSP68/ref=sr_1_96?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-96
B003VIWF4C,2022,1,24,lipstick,2,49,10,4.5,27.44,29.95,0,0,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),0,($27.44/Count),MAC Lustre Lipstick Hug Me,http://amazon.com/MAC-Lustre-Lipstick-Hug-Me/dp/B003VIWF4C/ref=sr_1_97_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-97
B0006LNJZ6,2022,1,24,lipstick,2,50,76,4.5,25.40,0,0,0,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),0,($25.40/Count),MAC Frost Lipstick Gel,http://amazon.com/Illuminations-773602002801-MAC-frost-lipstick/dp/B0006LNJZ6/ref=sr_1_98?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-98
B07B4R4SDF,2022,1,24,lipstick,2,51,989,4.3,16.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Tomorrow, Jan 25",0,Pack of 6 Magic Kiss Color Changing Aloe Vera Lipstick Set Made in USA (Colors of Aloha 1),http://amazon.com/Magic-Kiss-Lipstick-Color-Changing/dp/B07B4R4SDF/ref=sr_1_99?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-99
B007WN4ZT0,2022,1,24,lipstick,2,52,51,4.7,23.99,25.73,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Wed, Jan 26",More Buying Choices,"Mac Frost Lipstick, Plum Dandy",http://amazon.com/Mac-Frost-Lipstick-Plum-Dandy/dp/B007WN4ZT0/ref=sr_1_100?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-100
B095YH77P6,2022,1,24,lipstick,2,53,153,3.9,15.89,0,0,1,1,0,0,0,0,0,0,0,12 Piece Set,"Wed, Jan 26",0,"Petansy 12pcs Lipstick Makeup Kit, 6 Colors Matte Nude Liquid Lip Sticks + 6 Matching Smooth Lip Liner, All in One Waterproof Long Lasting Lips Color Gloss Make up Gift Set for Girls and Women",http://amazon.com/Petansy-Lipstick-Matching-Waterproof-Lasting/dp/B095YH77P6/ref=sr_1_101?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-101
B006WZ9X8M,2022,1,24,lipstick,2,54,5271,4.4,4.87,5.49,0,1,1,11%,0,0,0,0,Lowest price in 30 days,0,1 Count,"Sat, Jan 29",0,"Rimmel London Lasting Finish by Kate Lipstick, 001",http://amazon.com/Rimmel-London-Lasting-Finish-Lipstick/dp/B006WZ9X8M/ref=sr_1_102?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-102
B075FZTK91,2022,1,24,lipstick,2,55,5371,4.3,8.91,0,0,1,1,0,0,0,0,0,$8.46 with Subscribe & Save discount,0,0.6 Ounce (Pack of 1),"Tomorrow, Jan 25",More Buying Choices,"Revlon Super Lustrous Lipstick, High Impact Lipcolor with Moisturizing Creamy Formula, Infused with Vitamin E and Avocado Oil in Gold Pearl, Gold Goddess (041), 0.6 Ounce (Pack of 1)",http://amazon.com/Revlon-Super-Lustrous-Lipstick-Goddess/dp/B075FZTK91/ref=sr_1_103?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-103
B00ON1HJDS,2022,1,24,lipstick,2,56,698,4.4,5.99,7.99,0,1,1,0,0,0,0,0,$5.69 with Subscribe & Save discount,0,1 Count (Pack of 1),"Tomorrow, Jan 25",More Buying Choices,"COVERGIRL Exhibitionist Lipstick Cream, Coffee Crave 275, Lipstick Tube 0.123 OZ (3.5 g)",http://amazon.com/COVERGIRL-Exhibitionist-Lipstick-Cream-Coffee/dp/B00ON1HJDS/ref=sr_1_104?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643025994&sprefix=lipsticks%2Caps%2C400&sr=8-104
B09JMBLR8C,2022,1,24,lipstick,2,57,0,0,18.99,0,1,0,1,0,0,0,0,0,0,0,"Thu, Feb 3",0,($5.38/Ounce),Nude Long Lasting Lipstick Nude,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A04130171XZZ73W1XLB2F&url=%2FNude-Long-Lasting-Lipstick%2Fdp%2FB09JMBLR8C%2Fref%3Dsr_1_105_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643025994%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-105-spons%26psc%3D1&qualifier=1643025994&id=4518992587647744&widgetName=sp_btf
B095M11PV8,2022,1,24,lipstick,2,58,105,4.3,16.99,22.99,1,1,1,0,0,0,0,0,0,0,16 Count (Pack of 1),"Tomorrow, Jan 25",0,"KUSSLIPPE Mini Lipstick Set, Capsule Matte Lipstick, Waterproof Long Lasts Pill Shaped Lipstick , Lip Gloss set .",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0120894NXC8AVC4KXU5&url=%2FMatte-Lipstick-Capsule-Waterproof-Velvet%2Fdp%2FB095M11PV8%2Fref%3Dsr_1_106_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643025994%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-106-spons%26psc%3D1%26smid%3DA3G26EUYCYXGVK&qualifier=1643025994&id=4518992587647744&widgetName=sp_btf
B01FT41XSO,2022,1,24,lipstick,3,1,35,4.2,15.13,19.99,1,1,1,0,0,0,0,0,0,0,"Fri, Jan 28","Fri, Jan 28",0,"Careline Color Code Lipstick B12 Rum Raisin Brown, 1 count",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04851422YNK9HAU655HI&url=%2FCareline-Lipstick-Color-Raisin-Brown%2Fdp%2FB01FT41XSO%2Fref%3Dsr_1_97_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643026445%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-97-spons%26psc%3D1&qualifier=1643026445&id=2090186370835278&widgetName=sp_atf_next
B07JRBVWZF,2022,1,24,lipstick,3,2,3,4.6,30.00,0,1,0,1,0,0,0,0,0,0,0,"Wed, Jan 26",0,($30.00/Count),Nude Envie Envie de Lèvres 3.84g Naked,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04620741LIXVZN3L6PF0&url=%2FNude-Envie-L%25C3%25A8vres-3-84g-Naked%2Fdp%2FB07JRBVWZF%2Fref%3Dsr_1_98_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643026445%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-98-spons%26psc%3D1&qualifier=1643026445&id=2090186370835278&widgetName=sp_atf_next
B07PT9ZXX3,2022,1,24,lipstick,3,3,511,3.8,8.00,0,1,1,1,0,0,0,0,0,0,0,"Fri, Jan 28","Fri, Jan 28",($8.00/Count),"Moisturizing Sheer Balm Lip Tint with Exfoliating Tip for Gentle Dry Skin Removal – UNDONE BEAUTY Lip Life. Natural Shea, Jojoba & Rose Hip for Lip Smoothing. Colorless Non-Sticky Gloss. BABY PINK",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0624908OM7TJ3LSAEA2&url=%2FMoisturizing-Sheer-Exfoliating-Gentle-Removal%2Fdp%2FB07PT9ZXX3%2Fref%3Dsr_1_99_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643026445%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-99-spons%26psc%3D1&qualifier=1643026445&id=2090186370835278&widgetName=sp_atf_next
B08SJVQSBS,2022,1,24,lipstick,3,4,43,4.3,15.98,16.98,1,1,1,0,0,0,0,0,6% coupon applied at checkout,0,"Tomorrow, Jan 25","Tomorrow, Jan 25",($2.21/Ounce),"6Pcs Liquid Lipstick Makeup Set,Mermaid Tail Lip Gloss Kit,Long Lasting Waterproof Gift Sets for Girls and Women (002)",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0522348310DY56F05QY7&url=%2FLiquid-Lipstick-Mermaid-Lasting-Waterproof%2Fdp%2FB08SJVQSBS%2Fref%3Dsr_1_100_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643026445%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-100-spons%26psc%3D1&qualifier=1643026445&id=2090186370835278&widgetName=sp_atf_next
B08GYZYNM8,2022,1,24,lipstick,3,5,1395,3.5,9.98,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Sun, Jan 30",0,"evpct 6Pcs Matte to Glitter Liquid Lipstick Long Lasting Lips Set Kit,6 Colors Diamond Red Glitter Sparkly Glossy Waterproof Lipstick Metallic Shimmer Brown Pink Lipgloss Lip Gloss Sets for Women",http://amazon.com/Lipstick-Metallic-Lipgloss-Waterproof-evpct/dp/B08GYZYNM8/ref=sr_1_101?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-101
B08S78HB96,2022,1,24,lipstick,3,6,1351,4.1,15.99,0,0,1,1,0,0,0,0,0,Join Prime to save $2.00 on this item,0,13 Count (Pack of 1),"Wed, Jan 26",0,"UCANBE 13pcs Lady's Night Lipstick Makeup Set, 6 Velvety Matte Liquid Lipsticks + 6 Matching Smooth Lipliner Pencil + 1 Moisturizing Lip Gloss Primer, Waterproof Long Lasting Lip Make Up Gift Kit",http://amazon.com/UCANBE-Lipstick-Lipsticks-Moisturizing-Waterproof/dp/B08S78HB96/ref=sr_1_102?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-102
B08S3K3R1Q,2022,1,24,lipstick,3,7,721,4.0,13.99,20.99,0,1,1,0,0,0,0,0,0,0,13 Piece Set,"Tomorrow, Jan 25",0,"13pcs Lipstick Makeup Kit, 6 Matte Liquid Lip Sticks + 6 Lip Liner Pens + 1 Lip Primer, UCANBE LADY'S NIGHT All in One Waterproof Long Lasting Lips Color Gloss Make up Gift Set",http://amazon.com/Lipstick-Makeup-UCANBE-Waterproof-Lasting/dp/B08S3K3R1Q/ref=sr_1_103?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-103
B08H3VTMQW,2022,1,24,lipstick,3,8,19862,4.5,7.94,9.49,0,1,1,0,0,0,0,0,$7.54 with Subscribe & Save discount,0,0.04 Ounce (Pack of 1),"Tomorrow, Jan 25",0,"Maybelline SuperStay Ink Crayon Matte Longwear Lipstick With Built-in Sharpener, Reach High, 0.04 Ounce",http://amazon.com/Maybelline-SuperStay-Longwear-Lipstick-Sharpener/dp/B08H3VTMQW/ref=sr_1_104?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-104
B01MQZ89I9,2022,1,24,lipstick,3,9,7012,4.4,4.98,5.49,0,1,1,0,0,0,0,0,$4.73 with Subscribe & Save discount,0,0.8 Ounce (Pack of 1),"Tomorrow, Jan 25",More Buying Choices,Wet n Wild MegaLast Liquid Catsuit Matte Lipstick Blue Red Missy and Fierce,http://amazon.com/Megalast-Liquid-Catsuit-Lipstick-Fierce/dp/B01MQZ89I9/ref=sr_1_105?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-105
B002H950MA,2022,1,24,lipstick,3,10,6229,4.7,8.69,11.59,0,1,1,0,0,0,0,0,$8.26 with Subscribe & Save discount,0,1 Count (Pack of 1),"Tomorrow, Jan 25",More Buying Choices,"REVLON ColorStay Ultimate Liquid Lipstick, Satin-Finish Longwear Full Coverage Lip Color, Premium Pink (010), 0.07 oz",http://amazon.com/Revlon-ColorStay-Ultimate-Lipstick-Premium/dp/B002H950MA/ref=sr_1_106?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-106
B074ZN8X96,2022,1,24,lipstick,3,11,11,4.1,15.89,18.90,0,1,1,0,0,0,0,0,0,0,"Tomorrow, Jan 25","Tomorrow, Jan 25",($15.89/Count),Lancome L' Absolu Rouge Hydrating Shaping Lipcolor # 132 Caprice (cream) 3.4g/0.12oz,http://amazon.com/Lancome-Hydrating-Shaping-Lipcolor-Caprice/dp/B074ZN8X96/ref=sr_1_107?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-107
B01IJ6XS0U,2022,1,24,lipstick,3,12,58,4.5,18.04,20.00,0,1,1,0,0,0,0,0,0,0,0.12 Ounce (Pack of 1),"Tomorrow, Jan 25",0,"bareMinerals Gen Nude Radiant Lipstick, Panko, 0.12 Ounce, Multi (81357)",http://amazon.com/bareMinerals-Radiant-Lipstick-Panko-Ounce/dp/B01IJ6XS0U/ref=sr_1_108?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-108
B000H3I408,2022,1,24,lipstick,3,13,126,4.6,5.89,6.47,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Fri, Jan 28",0,"Revlon Super Lustrous Lipstick, Certainly Red 740",http://amazon.com/Revlon-Lustrous-Certainly-Red-740/dp/B000H3I408/ref=sr_1_109?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-109
B00PL15X96,2022,1,24,lipstick,3,14,132,4.5,17.18,18.27,0,1,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),"Wed, Jan 26",More Buying Choices,Kat Von D Studded Kiss Lipstick LOLITA (.10 oz),http://amazon.com/Kat-Von-Studded-Lipstick-LOLITA/dp/B00PL15X96/ref=sr_1_110?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-110
B09MSXMMSM,2022,1,24,lipstick,3,15,1,5.0,15.99,0,0,1,1,0,0,0,0,0,$4.00 coupon applied at checkout,0,"Tomorrow, Jan 25","Tomorrow, Jan 25",($15.99/Fl Oz),"INTO YOU Matte Lipstick Lip Mud, Waterproof Long Lasting Smudge Proof Velvet Lip Stains, Multi-Purpose for Lip and Cheek, Non-Stick Cup Not Fade Lip Gloss Fashion Makeup Cosmetics, 0.07 Fl Oz (EM05)",http://amazon.com/INTO-YOU-Waterproof-Multi-Purpose-Non-Stick/dp/B09MSXMMSM/ref=sr_1_111?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-111
B09KTMCMNY,2022,1,24,lipstick,3,16,4,3.1,10.99,0,0,1,1,0,0,0,0,0,0,0,12 Count (Pack of 1),"Tomorrow, Jan 25",0,"Lookmee Mini Pill Lipstick, Waterproof Long Lasting Easy To Color Mini Capsule Lipstick",http://amazon.com/Lookmee-Lipstick-Waterproof-Lasting-Capsule/dp/B09KTMCMNY/ref=sr_1_112?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-112
B07KFQSP68,2022,1,24,lipstick,3,17,54,4.6,9.99,0,0,1,1,0,0,0,0,0,0,0,0.12 Ounce (Pack of 1),"Fri, Jan 28",More Buying Choices,"Estee Lauder Pure Color Envy Sculpting Lipstick, No.340 Envious, 0.12 oz / 3.5g",http://amazon.com/Estee-Lauder-Sculpting-Lipstick-Envious/dp/B07KFQSP68/ref=sr_1_113?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-113
B07G5CV1D2,2022,1,24,lipstick,3,18,3597,3.9,12.99,14.99,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Tomorrow, Jan 25",($12.99/Count),6 Color Lip stains set Wine Lipstick Matte Long Lasting Waterproof Lip Tint Set Lip Gloss Lip Stain,http://amazon.com/Colors-Lipstick-Matte-Lasting-Waterproof/dp/B07G5CV1D2/ref=sr_1_114?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-114
B00PFCT5U4,2022,1,24,lipstick,3,19,354,4.6,5.56,12.99,0,1,1,0,0,0,0,0,0,0,1 Fl Oz (Pack of 1),"Sun, Jan 30",0,"L'Oréal Paris Infallible Pro Last 2 Step Lipstick, Berry Chic, 1 fl. oz.",http://amazon.com/LOr%C3%A9al-Paris-Infallible-Lipstick-Berry/dp/B00PFCT5U4/ref=sr_1_115?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-115
B003VIWF4C,2022,1,24,lipstick,3,20,10,4.5,27.44,29.95,0,0,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),0,($27.44/Count),MAC Lustre Lipstick Hug Me,http://amazon.com/MAC-Lustre-Lipstick-Hug-Me/dp/B003VIWF4C/ref=sr_1_116_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-116
B0006LNJZ6,2022,1,24,lipstick,3,21,76,4.5,25.40,0,0,0,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),0,($25.40/Count),MAC Frost Lipstick Gel,http://amazon.com/Illuminations-773602002801-MAC-frost-lipstick/dp/B0006LNJZ6/ref=sr_1_117?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-117
B07B4R4SDF,2022,1,24,lipstick,3,22,989,4.3,16.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Tomorrow, Jan 25",0,Pack of 6 Magic Kiss Color Changing Aloe Vera Lipstick Set Made in USA (Colors of Aloha 1),http://amazon.com/Magic-Kiss-Lipstick-Color-Changing/dp/B07B4R4SDF/ref=sr_1_118?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-118
B007WN4ZT0,2022,1,24,lipstick,3,23,51,4.7,23.99,25.73,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Wed, Jan 26",More Buying Choices,"Mac Frost Lipstick, Plum Dandy",http://amazon.com/Mac-Frost-Lipstick-Plum-Dandy/dp/B007WN4ZT0/ref=sr_1_119?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-119
B095YH77P6,2022,1,24,lipstick,3,24,153,3.9,15.89,0,0,1,1,0,0,0,0,0,0,0,12 Piece Set,"Wed, Jan 26",0,"Petansy 12pcs Lipstick Makeup Kit, 6 Colors Matte Nude Liquid Lip Sticks + 6 Matching Smooth Lip Liner, All in One Waterproof Long Lasting Lips Color Gloss Make up Gift Set for Girls and Women",http://amazon.com/Petansy-Lipstick-Matching-Waterproof-Lasting/dp/B095YH77P6/ref=sr_1_120?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-120
B006WZ9X8M,2022,1,24,lipstick,3,25,5271,4.4,4.87,5.49,0,1,1,11%,0,0,0,0,Lowest price in 30 days,0,1 Count,"Sat, Jan 29",0,"Rimmel London Lasting Finish by Kate Lipstick, 001",http://amazon.com/Rimmel-London-Lasting-Finish-Lipstick/dp/B006WZ9X8M/ref=sr_1_121?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-121
B075FZTK91,2022,1,24,lipstick,3,26,5371,4.3,8.91,0,0,1,1,0,0,0,0,0,$8.46 with Subscribe & Save discount,0,0.6 Ounce (Pack of 1),"Tomorrow, Jan 25",More Buying Choices,"Revlon Super Lustrous Lipstick, High Impact Lipcolor with Moisturizing Creamy Formula, Infused with Vitamin E and Avocado Oil in Gold Pearl, Gold Goddess (041), 0.6 Ounce (Pack of 1)",http://amazon.com/Revlon-Super-Lustrous-Lipstick-Goddess/dp/B075FZTK91/ref=sr_1_122?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-122
B07GF7CQNG,2022,1,24,lipstick,3,27,3395,4.4,6.99,9.99,0,1,1,0,0,0,0,0,$6.64 with Subscribe & Save discount,0,0.2 Ounce (Pack of 1),"Tomorrow, Jan 25",More Buying Choices,"REVLON Ultra HD Lip Mousse Hyper Matte, Longwearing Creamy Liquid Lipstick in Plum / Berry, Spice (825), 0.2 oz",http://amazon.com/Revlon-Ultra-Mousse-Liquid-Lipstick/dp/B07GF7CQNG/ref=sr_1_123?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-123
B00ON1HJDS,2022,1,24,lipstick,3,28,698,4.4,5.99,7.99,0,1,1,0,0,0,0,0,$5.69 with Subscribe & Save discount,0,1 Count (Pack of 1),"Tomorrow, Jan 25",More Buying Choices,"COVERGIRL Exhibitionist Lipstick Cream, Coffee Crave 275, Lipstick Tube 0.123 OZ (3.5 g)",http://amazon.com/COVERGIRL-Exhibitionist-Lipstick-Cream-Coffee/dp/B00ON1HJDS/ref=sr_1_124?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643026445&sprefix=lipsticks%2Caps%2C400&sr=8-124
